"GYARTMANY_NEV";"GYARTMANY_KOD";"TIPUS_NEV";"TIPUS_KOD";"FAJTA_NEV";"FAJTA_KOD"
"FORD";"10674";"EDGE";"60381";"Személygépkocsi";"1"
"FORD";"10674";"EDL";"62730";"Autóbusz";"3"
"FORD";"10674";"EDS";"61601";"Személygépkocsi";"1"
"FORD";"10674";"EDS";"61601";"Tehergépkocsi";"2"
"FORD";"10674";"EHBFHL";"66239";"Személygépkocsi";"1"
"FORD";"10674";"EHBXHL";"66214";"Személygépkocsi";"1"
"FORD";"10674";"EIFEL";"42948";"Személygépkocsi";"1"
"FORD";"10674";"EJA";"61674";"Tehergépkocsi";"2"
"FORD";"10674";"EJA7HE";"42949";"Tehergépkocsi";"2"
"FORD";"10674";"EJA7HNE";"56952";"Tehergépkocsi";"2"
"FORD";"10674";"ELD";"62254";"Tehergépkocsi";"2"
"FORD";"10674";"EMS";"60705";"Tehergépkocsi";"2"
"FORD";"10674";"ENE";"60694";"Tehergépkocsi";"2"
"FORD";"10674";"ENL";"57663";"Tehergépkocsi";"2"
"FORD";"10674";"ENS";"61012";"Tehergépkocsi";"2"
"FORD";"10674";"ESCAPE";"56560";"Személygépkocsi";"1"
"FORD";"10674";"ESCAPE HYBRID";"57407";"Személygépkocsi";"1"
"FORD";"10674";"ESCORT";"42952";"Személygépkocsi";"1"
"FORD";"10674";"ESCORT";"42952";"Tehergépkocsi";"2"
"FORD";"10674";"ESD";"61455";"Tehergépkocsi";"2"
"FORD";"10674";"ESD-1";"65368";"Tehergépkocsi";"2"
"FORD";"10674";"EXCURSION";"42953";"Személygépkocsi";"1"
"FORD";"10674";"EXCURSION LIMOUSINE";"42954";"Autóbusz";"3"
"FORD";"10674";"EXPEDITION";"42955";"Személygépkocsi";"1"
"FORD";"10674";"EXPEDITION";"42955";"Tehergépkocsi";"2"
"FORD";"10674";"EXPLORER";"42956";"Személygépkocsi";"1"
"FORD";"10674";"EXPLORER";"42956";"Tehergépkocsi";"2"
"FORD";"10674";"F SUPER";"42966";"Tehergépkocsi";"2"
"FORD";"10674";"F SUPER";"42966";"Vontató";"4"
"FORD";"10674";"F 100";"42957";"Tehergépkocsi";"2"
"FORD";"10674";"F 150";"42958";"Tehergépkocsi";"2"
"FORD";"10674";"F 250";"42959";"Tehergépkocsi";"2"
"FORD";"10674";"F 250";"42959";"Vontató";"4"
"FORD";"10674";"F 250D";"42960";"Tehergépkocsi";"2"
"FORD";"10674";"F 350";"42961";"Személygépkocsi";"1"
"FORD";"10674";"F 350";"42961";"Tehergépkocsi";"2"
"FORD";"10674";"F 600";"56561";"Tehergépkocsi";"2"
"FORD";"10674";"F 650 PICK UP";"42964";"Tehergépkocsi";"2"
"FORD";"10674";"F 800";"42965";"Tehergépkocsi";"2"
"FORD";"10674";"FA";"63862";"Személygépkocsi";"1"
"FORD";"10674";"FA";"63862";"Tehergépkocsi";"2"
"FORD";"10674";"FA - TÉT";"65925";"Személygépkocsi";"1"
"FORD";"10674";"FAA6";"63663";"Tehergépkocsi";"2"
"FORD";"10674";"FABY";"59923";"Tehergépkocsi";"2"
"FORD";"10674";"FAB6";"57641";"Tehergépkocsi";"2"
"FORD";"10674";"FACY";"61194";"Tehergépkocsi";"2"
"FORD";"10674";"FAC6";"42967";"Autóbusz";"3"
"FORD";"10674";"FAC6";"42967";"Tehergépkocsi";"2"
"FORD";"10674";"FAC6 - TORNÁDÓ";"62089";"Autóbusz";"3"
"FORD";"10674";"FAC6 - TORNÁDÓ";"62089";"Személygépkocsi";"1"
"FORD";"10674";"FADY";"63846";"Tehergépkocsi";"2"
"FORD";"10674";"FAD6";"57164";"Autóbusz";"3"
"FORD";"10674";"FAD6";"57164";"Tehergépkocsi";"2"
"FORD";"10674";"FAEY";"57274";"Tehergépkocsi";"2"
"FORD";"10674";"FAE6";"57196";"Személygépkocsi";"1"
"FORD";"10674";"FAE6";"57196";"Tehergépkocsi";"2"
"FORD";"10674";"FAE6 - TÉT";"63662";"Személygépkocsi";"1"
"FORD";"10674";"FAFY";"60224";"Tehergépkocsi";"2"
"FORD";"10674";"FAF6";"57317";"Autóbusz";"3"
"FORD";"10674";"FAF6";"57317";"Személygépkocsi";"1"
"FORD";"10674";"FAF6";"57317";"Tehergépkocsi";"2"
"FORD";"10674";"FAF6 - TÉT";"62661";"Személygépkocsi";"1"
"FORD";"10674";"FAGY";"63856";"Tehergépkocsi";"2"
"FORD";"10674";"FAGY - HOBBY";"64360";"Személygépkocsi";"1"
"FORD";"10674";"FAG6";"42968";"Autóbusz";"3"
"FORD";"10674";"FAG6";"42968";"Személygépkocsi";"1"
"FORD";"10674";"FAG6";"42968";"Tehergépkocsi";"2"
"FORD";"10674";"FAG6 - TÉT";"62795";"Személygépkocsi";"1"
"FORD";"10674";"FAIRLANE";"42969";"Személygépkocsi";"1"
"FORD";"10674";"FAIRMONT";"42970";"Személygépkocsi";"1"
"FORD";"10674";"FALCON";"42971";"Személygépkocsi";"1"
"FORD";"10674";"FA-M";"57879";"Személygépkocsi";"1"
"FORD";"10674";"FA-R";"64062";"Autóbusz";"3"
"FORD";"10674";"FA-R";"64062";"Tehergépkocsi";"2"
"FORD";"10674";"FBE6";"60354";"Személygépkocsi";"1"
"FORD";"10674";"FCC6";"57745";"Autóbusz";"3"
"FORD";"10674";"FCD6";"57765";"Autóbusz";"3"
"FORD";"10674";"FD";"65712";"Személygépkocsi";"1"
"FORD";"10674";"FDA6";"66037";"Személygépkocsi";"1"
"FORD";"10674";"FDBY";"59886";"Személygépkocsi";"1"
"FORD";"10674";"FDB6";"59890";"Személygépkocsi";"1"
"FORD";"10674";"FDC6";"57974";"Személygépkocsi";"1"
"FORD";"10674";"FDEY";"58507";"Személygépkocsi";"1"
"FORD";"10674";"FDE6";"42972";"Személygépkocsi";"1"
"FORD";"10674";"FDFY";"58677";"Személygépkocsi";"1"
"FORD";"10674";"FDF6";"56989";"Személygépkocsi";"1"
"FORD";"10674";"FDGY";"59266";"Személygépkocsi";"1"
"FORD";"10674";"FDG6";"57639";"Személygépkocsi";"1"
"FORD";"10674";"FESTIVA";"42973";"Személygépkocsi";"1"
"FORD";"10674";"FIESTA";"42974";"Személygépkocsi";"1"
"FORD";"10674";"FIESTA";"42974";"Tehergépkocsi";"2"
"FORD";"10674";"FM";"64106";"Tehergépkocsi";"2"
"FORD";"10674";"FM - PLATÓ SMG";"64269";"Tehergépkocsi";"2"
"FORD";"10674";"FM - VÉRTES TRUCKS";"65392";"Tehergépkocsi";"2"
"FORD";"10674";"FMBY";"59286";"Tehergépkocsi";"2"
"FORD";"10674";"FMBY - RIMOR";"60240";"Személygépkocsi";"1"
"FORD";"10674";"FMB6";"63091";"Tehergépkocsi";"2"
"FORD";"10674";"FMB6 - BARANYAI";"59089";"Tehergépkocsi";"2"
"FORD";"10674";"FMB6 - BUDAI ÉS TÁRSA";"61828";"Tehergépkocsi";"2"
"FORD";"10674";"FMB6 - DEÁK";"59800";"Tehergépkocsi";"2"
"FORD";"10674";"FMB6 - HIDEGKUTI";"63426";"Tehergépkocsi";"2"
"FORD";"10674";"FMB6 - PLATO";"57807";"Tehergépkocsi";"2"
"FORD";"10674";"FMB6 - PLATÓ SMG";"62255";"Tehergépkocsi";"2"
"FORD";"10674";"FMB6 - TÓTH ÉS TÁRSA";"64233";"Tehergépkocsi";"2"
"FORD";"10674";"FMB6 - VÉRTES";"59872";"Tehergépkocsi";"2"
"FORD";"10674";"FMCY";"65148";"Személygépkocsi";"1"
"FORD";"10674";"FMCY";"65148";"Tehergépkocsi";"2"
"FORD";"10674";"FMC6";"57829";"Tehergépkocsi";"2"
"FORD";"10674";"FMC6 - N-B";"63027";"Tehergépkocsi";"2"
"FORD";"10674";"FMC6 - RIMOR";"58501";"Személygépkocsi";"1"
"FORD";"10674";"FMC6 - VÉRTES";"63173";"Tehergépkocsi";"2"
"FORD";"10674";"FMDY";"62528";"Tehergépkocsi";"2"
"FORD";"10674";"FMD6";"42975";"Tehergépkocsi";"2"
"FORD";"10674";"FMD6 - BUDAI ÉS TÁRSA";"62879";"Tehergépkocsi";"2"
"FORD";"10674";"FMD6 - HIDEGKUTI";"59825";"Tehergépkocsi";"2"
"FORD";"10674";"FMD6 - PLATÓ SMG";"59426";"Tehergépkocsi";"2"
"FORD";"10674";"FMD6 - SAFKAR";"62251";"Tehergépkocsi";"2"
"FORD";"10674";"FMD6 - VÉRTES";"60854";"Tehergépkocsi";"2"
"FORD";"10674";"FME6";"66967";"Tehergépkocsi";"2"
"FORD";"10674";"FMF6";"58257";"Tehergépkocsi";"2"
"FORD";"10674";"FMF6 - VÉRTES";"59511";"Tehergépkocsi";"2"
"FORD";"10674";"FMG6";"60721";"Tehergépkocsi";"2"
"FORD";"10674";"FMG6 - HIDEGKUTI";"60451";"Tehergépkocsi";"2"
"FORD";"10674";"FMG6 - KADIA";"59629";"Tehergépkocsi";"2"
"FORD";"10674";"FMG6 - PLATO SMG";"59470";"Tehergépkocsi";"2"
"FORD";"10674";"FMH6";"57527";"Tehergépkocsi";"2"
"FORD";"10674";"FMH6 - BUDAI ÉS TÁRSA";"63845";"Tehergépkocsi";"2"
"FORD";"10674";"FMH6 - HIDEGKUTI";"62581";"Tehergépkocsi";"2"
"FORD";"10674";"FMH6 - VÉRTES";"62152";"Tehergépkocsi";"2"
"FORD";"10674";"FM-R";"64280";"Tehergépkocsi";"2"
"FORD";"10674";"FM-R - AIR-CON";"65739";"Tehergépkocsi";"2"
"FORD";"10674";"FM-R - BARANYAI ";"67011";"Tehergépkocsi";"2"
"FORD";"10674";"FM-R - BARANYAI/B";"65675";"Tehergépkocsi";"2"
"FORD";"10674";"FM-R - BARANYAI/X";"65674";"Tehergépkocsi";"2"
"FORD";"10674";"FM-R - DEÁK";"64556";"Tehergépkocsi";"2"
"FORD";"10674";"FM-R - NÉMETH LŐRINC";"64832";"Tehergépkocsi";"2"
"FORD";"10674";"FM-R - PLATÓ SMG";"64236";"Tehergépkocsi";"2"
"FORD";"10674";"FM-R - SZALAY";"65291";"Tehergépkocsi";"2"
"FORD";"10674";"FM-R - SZALAY AUTÓHÁZ";"66619";"Tehergépkocsi";"2"
"FORD";"10674";"FM-R - VÉRTES TRUCKS";"64851";"Tehergépkocsi";"2"
"FORD";"10674";"FN";"64102";"Tehergépkocsi";"2"
"FORD";"10674";"FN - PETROV ÉS TÁRSA";"64222";"Tehergépkocsi";"2"
"FORD";"10674";"FN - SZALAY";"67174";"Tehergépkocsi";"2"
"FORD";"10674";"FN - TÓTH ÉS TÁRSA";"64714";"Tehergépkocsi";"2"
"FORD";"10674";"FN - VÉRTES";"64059";"Tehergépkocsi";"2"
"FORD";"10674";"FN - VÉRTES TRUCKS";"64465";"Tehergépkocsi";"2"
"FORD";"10674";"FNBY";"66977";"Tehergépkocsi";"2"
"FORD";"10674";"FNB6";"59482";"Tehergépkocsi";"2"
"FORD";"10674";"FNC6";"57942";"Tehergépkocsi";"2"
"FORD";"10674";"FNC6 - PLATÓ SMG";"63743";"Tehergépkocsi";"2"
"FORD";"10674";"FND6";"57148";"Tehergépkocsi";"2"
"FORD";"10674";"FND6 - HIDEGKUTI";"59423";"Tehergépkocsi";"2"
"FORD";"10674";"FND6 - PLATÓ";"58090";"Tehergépkocsi";"2"
"FORD";"10674";"FND6 - PLATÓ SMG";"60256";"Tehergépkocsi";"2"
"FORD";"10674";"FND6 - VÉRTES";"61971";"Tehergépkocsi";"2"
"FORD";"10674";"FNFY";"42976";"Tehergépkocsi";"2"
"FORD";"10674";"FNF6";"57279";"Tehergépkocsi";"2"
"FORD";"10674";"FNF6 - BARANYAI";"58565";"Tehergépkocsi";"2"
"FORD";"10674";"FNF6 - HIDEGKUTI";"59627";"Tehergépkocsi";"2"
"FORD";"10674";"FNF6 - N-B";"63382";"Tehergépkocsi";"2"
"FORD";"10674";"FNF6 - PETROV ÉS TÁRSA";"63857";"Tehergépkocsi";"2"
"FORD";"10674";"FNF6 - PLATÓ SMG";"60574";"Tehergépkocsi";"2"
"FORD";"10674";"FNF6 - TÓTH ÉS FIAI";"63000";"Tehergépkocsi";"2"
"FORD";"10674";"FNF6 - VÉRTES";"61980";"Tehergépkocsi";"2"
"FORD";"10674";"FN-R";"64325";"Tehergépkocsi";"2"
"FORD";"10674";"FN-R - AIR-CON";"65875";"Tehergépkocsi";"2"
"FORD";"10674";"FN-R - NYÍRSÉG KING";"64584";"Tehergépkocsi";"2"
"FORD";"10674";"FN-R - PLATÓ SMG";"64323";"Tehergépkocsi";"2"
"FORD";"10674";"FN-R - SINKA ÉS SINKA";"66220";"Tehergépkocsi";"2"
"FORD";"10674";"FN-R - SZALAY AUTÓHÁZ";"65802";"Tehergépkocsi";"2"
"FORD";"10674";"FN-R - VÉRTES TRUCKS";"64821";"Tehergépkocsi";"2"
"FORD";"10674";"FOCUS";"42977";"Személygépkocsi";"1"
"FORD";"10674";"FOCUS";"42977";"Tehergépkocsi";"2"
"FORD";"10674";"FREESTYLE";"63640";"Személygépkocsi";"1"
"FORD";"10674";"FS";"61532";"Tehergépkocsi";"2"
"FORD";"10674";"FSBY";"64398";"Tehergépkocsi";"2"
"FORD";"10674";"FSG6";"62564";"Személygépkocsi";"1"
"FORD";"10674";"FUSION";"42978";"Személygépkocsi";"1"
"FORD";"10674";"FZEY";"61518";"Személygépkocsi";"1"
"FORD";"10674";"G";"66798";"Személygépkocsi";"1"
"FORD";"10674";"GAE";"64976";"Tehergépkocsi";"2"
"FORD";"10674";"GAL";"63367";"Személygépkocsi";"1"
"FORD";"10674";"GALAXIE 500";"65314";"Személygépkocsi";"1"
"FORD";"10674";"GALAXY";"42979";"Személygépkocsi";"1"
"FORD";"10674";"GALAXY";"42979";"Tehergépkocsi";"2"
"FORD";"10674";"GBP";"62268";"Személygépkocsi";"1"
"FORD";"10674";"GF";"67027";"Személygépkocsi";"1"
"FORD";"10674";"GFJ";"62627";"Személygépkocsi";"1"
"FORD";"10674";"GPW JEEP";"42980";"Személygépkocsi";"1"
"FORD";"10674";"GRAN TORINO";"42982";"Személygépkocsi";"1"
"FORD";"10674";"GRANADA";"42981";"Személygépkocsi";"1"
"FORD";"10674";"GRANADA";"42981";"Tehergépkocsi";"2"
"FORD";"10674";"H";"57245";"Személygépkocsi";"1"
"FORD";"10674";"HD";"57030";"Autóbusz";"3"
"FORD";"10674";"HD";"57030";"Lassú jármű";"9"
"FORD";"10674";"HD";"57030";"Személygépkocsi";"1"
"FORD";"10674";"HD";"57030";"Tehergépkocsi";"2"
"FORD";"10674";"HD";"57030";"Vontató";"4"
"FORD";"10674";"HD HA 4432";"42983";"Vontató";"4"
"FORD";"10674";"HDB 6H";"42984";"Tehergépkocsi";"2"
"FORD";"10674";"H-70/156";"65174";"Személygépkocsi";"1"
"FORD";"10674";"JAS";"62207";"Személygépkocsi";"1"
"FORD";"10674";"JA8";"63201";"Személygépkocsi";"1"
"FORD";"10674";"JBS";"60218";"Személygépkocsi";"1"
"FORD";"10674";"JC";"59817";"Tehergépkocsi";"2"
"FORD";"10674";"JC3";"57382";"Tehergépkocsi";"2"
"FORD";"10674";"JD";"61101";"Személygépkocsi";"1"
"FORD";"10674";"JD3";"57311";"Személygépkocsi";"1"
"FORD";"10674";"JEEP";"42985";"Tehergépkocsi";"2"
"FORD";"10674";"JH1";"57154";"Személygépkocsi";"1"
"FORD";"10674";"JR8";"64564";"Tehergépkocsi";"2"
"FORD";"10674";"JU2";"42986";"Személygépkocsi";"1"
"FORD";"10674";"JU2";"42986";"Tehergépkocsi";"2"
"FORD";"10674";"JVS";"61107";"Tehergépkocsi";"2"
"FORD";"10674";"J3S";"58228";"Tehergépkocsi";"2"
"FORD";"10674";"KA";"42987";"Személygépkocsi";"1"
"FORD";"10674";"KASLE";"42988";"Személygépkocsi";"1"
"FORD";"10674";"KOLN Y";"42989";"Személygépkocsi";"1"
"FORD";"10674";"KRC 115";"42990";"Tehergépkocsi";"2"
"FORD";"10674";"LAKÓGÉPKOCSI";"42991";"Tehergépkocsi";"2"
"FORD";"10674";"LNT-8000";"42992";"Tehergépkocsi";"2"
"FORD";"10674";"LTD";"42994";"Személygépkocsi";"1"
"FORD";"10674";"LT-8501 AQUATECH";"42993";"Tehergépkocsi";"2"
"FORD";"10674";"MAVERICK";"42995";"Személygépkocsi";"1"
"FORD";"10674";"MAVERICK";"42995";"Tehergépkocsi";"2"
"FORD";"10674";"MERCURY";"42996";"Személygépkocsi";"1"
"FORD";"10674";"METEOR";"42997";"Személygépkocsi";"1"
"FORD";"10674";"MODEL";"42998";"Személygépkocsi";"1"
"FORD";"10674";"MONDEO";"42999";"Személygépkocsi";"1"
"FORD";"10674";"MONDEO";"42999";"Tehergépkocsi";"2"
"FORD";"10674";"MUSTANG";"43000";"Személygépkocsi";"1"
"FORD";"10674";"N.0810";"43001";"Tehergépkocsi";"2"
"FORD";"10674";"N.0811";"43002";"Tehergépkocsi";"2"
"FORD";"10674";"N.0812 11CO";"43003";"Tehergépkocsi";"2"
"FORD";"10674";"ORION";"43004";"Személygépkocsi";"1"
"FORD";"10674";"OTOSAN";"56562";"Autóbusz";"3"
"FORD";"10674";"OTOSAN";"56562";"Személygépkocsi";"1"
"FORD";"10674";"OTOSAN";"56562";"Tehergépkocsi";"2"
"FORD";"10674";"P";"65376";"Személygépkocsi";"1"
"FORD";"10674";"P 100 PICK UP";"43008";"Tehergépkocsi";"2"
"FORD";"10674";"PHOENIX COBRA";"43009";"Tehergépkocsi";"2"
"FORD";"10674";"PH2";"57790";"Személygépkocsi";"1"
"FORD";"10674";"PINTO";"43010";"Személygépkocsi";"1"
"FORD";"10674";"PJ2";"57725";"Személygépkocsi";"1"
"FORD";"10674";"PK";"59196";"Tehergépkocsi";"2"
"FORD";"10674";"PREFEKT";"43011";"Személygépkocsi";"1"
"FORD";"10674";"PROBE";"43013";"Személygépkocsi";"1"
"FORD";"10674";"PROBE BASE";"43012";"Személygépkocsi";"1"
"FORD";"10674";"PT2";"57480";"Tehergépkocsi";"2"
"FORD";"10674";"PUMA";"43014";"Személygépkocsi";"1"
"FORD";"10674";"PU2";"57465";"Tehergépkocsi";"2"
"FORD";"10674";"R";"61657";"Személygépkocsi";"1"
"FORD";"10674";"RANGER";"43015";"Tehergépkocsi";"2"
"FORD";"10674";"RANGER BASE";"43016";"Személygépkocsi";"1"
"FORD";"10674";"RBT";"43017";"Személygépkocsi";"1"
"FORD";"10674";"REINLAND";"43018";"Személygépkocsi";"1"
"FORD";"10674";"REPLICA";"43019";"Tehergépkocsi";"2"
"FORD";"10674";"RU8";"63809";"Személygépkocsi";"1"
"FORD";"10674";"R20";"66772";"Tehergépkocsi";"2"
"FORD";"10674";"SALUTE";"43020";"Személygépkocsi";"1"
"FORD";"10674";"SCORPIO";"43021";"Személygépkocsi";"1"
"FORD";"10674";"SCORPIO VAN";"43022";"Tehergépkocsi";"2"
"FORD";"10674";"SIERRA";"43023";"Személygépkocsi";"1"
"FORD";"10674";"SIERRA";"43023";"Tehergépkocsi";"2"
"FORD";"10674";"STATION WAGON";"43024";"Személygépkocsi";"1"
"FORD";"10674";"SUPER DELUXE";"60452";"Személygépkocsi";"1"
"FORD";"10674";"TAUNUS";"43025";"Személygépkocsi";"1"
"FORD";"10674";"TAUNUS TRANSIT G-4B 125/2";"43026";"Tehergépkocsi";"2"
"FORD";"10674";"TAURUS";"43027";"Személygépkocsi";"1"
"FORD";"10674";"TBS";"43028";"Személygépkocsi";"1"
"FORD";"10674";"TEL 100L";"43029";"Személygépkocsi";"1"
"FORD";"10674";"TEMPO";"43030";"Személygépkocsi";"1"
"FORD";"10674";"THAMES";"43031";"Személygépkocsi";"1"
"FORD";"10674";"THUNDERBIRD";"43032";"Személygépkocsi";"1"
"FORD";"10674";"T-MODEL";"43033";"Személygépkocsi";"1"
"FORD";"10674";"TOURNEO";"43034";"Személygépkocsi";"1"
"FORD";"10674";"TRANSBUS FT 15";"43035";"Autóbusz";"3"
"FORD";"10674";"TRANSIT";"43036";"Autóbusz";"3"
"FORD";"10674";"TRANSIT";"43036";"Személygépkocsi";"1"
"FORD";"10674";"TRANSIT";"43036";"Tehergépkocsi";"2"
"FORD";"10674";"TRANSIT";"43036";"Vontató";"4"
"FORD";"10674";"TRANSIT 150";"63726";"Tehergépkocsi";"2"
"FORD";"10674";"TRIGANO FD2";"58300";"Személygépkocsi";"1"
"FORD";"10674";"TSD";"65100";"Tehergépkocsi";"2"
"FORD";"10674";"TSF";"43037";"Tehergépkocsi";"2"
"FORD";"10674";"TTS";"66737";"Tehergépkocsi";"2"
"FORD";"10674";"TUL";"66434";"Tehergépkocsi";"2"
"FORD";"10674";"U2";"67065";"Személygépkocsi";"1"
"FORD";"10674";"V S";"43039";"Személygépkocsi";"1"
"FORD";"10674";"V 8 CUSTON";"43038";"Személygépkocsi";"1"
"FORD";"10674";"VC";"57250";"Tehergépkocsi";"2"
"FORD";"10674";"WA6";"43040";"Személygépkocsi";"1"
"FORD";"10674";"WA6";"43040";"Tehergépkocsi";"2"
"FORD";"10674";"WG";"58484";"Személygépkocsi";"1"
"FORD";"10674";"WGR";"58420";"Személygépkocsi";"1"
"FORD";"10674";"WGR";"58420";"Tehergépkocsi";"2"
"FORD";"10674";"WINDSTAR";"43041";"Személygépkocsi";"1"
"FORD";"10674";"WINDSTAR";"43041";"Tehergépkocsi";"2"
"FORD";"10674";"XNY";"66934";"Személygépkocsi";"1"
"FORD";"10674";"ZEPHYR 4";"43042";"Személygépkocsi";"1"
"FORD";"10674";"ZEPHYR 6";"43043";"Személygépkocsi";"1"
"FORD";"10674";"ZODIAC";"43044";"Személygépkocsi";"1"
"FORD";"10674";"1N2";"64951";"Személygépkocsi";"1"
"FORD";"10674";"10";"42879";"Személygépkocsi";"1"
"FORD";"10674";"1220";"42880";"Tehergépkocsi";"2"
"FORD";"10674";"130-118 FL";"42881";"Tehergépkocsi";"2"
"FORD";"10674";"17 M";"65778";"Személygépkocsi";"1"
"FORD";"10674";"2AW";"57896";"Tehergépkocsi";"2"
"FORD";"10674";"2003 UB";"65401";"Pótkocsi";"6"
"FORD";"10674";"407";"42882";"Tehergépkocsi";"2"
"FORD";"10674";"7600 FRA";"42883";"Vontató";"4"
"FORD";"10674";"7700";"61585";"Vontató";"4"
"FORD";"10674";"81 E 4 SA";"42884";"Tehergépkocsi";"2"
"FORD";"10674";"81 E 4 SA 17";"65668";"Tehergépkocsi";"2"
"FORD";"10674";"81 E 7";"42885";"Tehergépkocsi";"2"
"FORD-BÜRSTNER";"12424";"2060";"62688";"Személygépkocsi";"1"
"FORD-CAPRON";"12459";"EG/CH 001";"62962";"Személygépkocsi";"1"
"FORD-CHAUSSON";"12069";"TRIGANO FD1";"60155";"Személygépkocsi";"1"
"FORD-CHAUSSON";"12069";"TRIGANO FD2";"59391";"Személygépkocsi";"1"
"FORD-DETHLEFFS";"12060";"EG/DH 002";"59244";"Személygépkocsi";"1"
"FORD-EURA MOBIL";"12605";"TYP 401";"64197";"Személygépkocsi";"1"
"FORD-HOBBY";"12411";"H2";"62592";"Személygépkocsi";"1"
"FORD-HOBBY";"12411";"H3";"65892";"Személygépkocsi";"1"
"FORD-HYMER";"12116";"EG-F002";"59910";"Személygépkocsi";"1"
"FORD-LMC";"12864";"TRANSIT - H-70/156";"66481";"Személygépkocsi";"1"
"FORD-NEWARK";"12472";"AF2";"63081";"Tehergépkocsi";"2"
"FORD-RIMOR";"12096";"AAF";"59980";"Személygépkocsi";"1"
"FORD-RIMOR";"12096";"ABF";"60241";"Személygépkocsi";"1"
"FORD-RIMOR";"12096";"AGF";"64913";"Személygépkocsi";"1"
"FORD-RIMOR";"12096";"AHF";"65958";"Személygépkocsi";"1"
"FORD-RIMOR";"12096";"ARF";"59776";"Személygépkocsi";"1"
"FORD-RIMOR";"12096";"EDDEHS";"62232";"Személygépkocsi";"1"
"FORD-RIMOR";"12096";"FAG6 - ABF";"59738";"Személygépkocsi";"1"
"FORD-TRACTOR";"10676";"TW 30 DT";"43048";"Vontató";"4"
"FORD-TRACTOR";"10676";"8210";"43045";"Vontató";"4"
"FORD-TRACTOR";"10676";"8340";"62873";"Vontató";"4"
"FORD-TRACTOR";"10676";"8730 A";"58392";"Vontató";"4"
"FORD-TRACTOR";"10676";"8830";"43046";"Vontató";"4"
"FORD-TRACTOR";"10676";"8970";"43047";"Vontató";"4"
"FORD-TRIGANO";"12392";"CIC3";"62417";"Személygépkocsi";"1"
"FORD-WESTFALIA";"12914";"EUS";"66887";"Személygépkocsi";"1"
"FORGÓ";"7532";"FI-214";"35025";"Pótkocsi";"6"
"FORMÁL BT.";"7533";"P-280";"35026";"Pótkocsi";"6"
"FORO";"7534";"REC 3-24";"35027";"Pótkocsi";"6"
"FORRÁS";"7535";"FI-191";"35028";"Pótkocsi";"6"
"FORTE FIX";"7536";"F-220";"35029";"Pótkocsi";"6"
"FORTMAS-BEFAG";"7537";"WECKMANN 12";"35030";"Pótkocsi";"6"
"FORTSCHRITT";"10678";"AP 41";"43049";"Pótkocsi";"6"
"FORTSCHRITT";"10678";"HP 350";"43050";"Pótkocsi";"6"
"FORTSCHRITT";"10678";"HP 400";"57269";"Pótkocsi";"6"
"FORTSCHRITT";"10678";"HP 400.01/2";"57567";"Pótkocsi";"6"
"FORTSCHRITT";"10678";"HP 400.01/2-20";"43051";"Pótkocsi";"6"
"FORTSCHRITT";"10678";"HP 400.01/2-60";"43052";"Pótkocsi";"6"
"FORTSCHRITT";"10678";"HP 400.02/32";"59090";"Pótkocsi";"6"
"FORTSCHRITT";"10678";"HP 400.02/42";"66996";"Pótkocsi";"6"
"FORTSCHRITT";"10678";"HP 401";"43053";"Pótkocsi";"6"
"FORTSCHRITT";"10678";"HP 401-01/06";"43054";"Pótkocsi";"6"
"FORTSCHRITT";"10678";"HP 440.01/2";"57853";"Pótkocsi";"6"
"FORTSCHRITT";"10678";"HP 500.001";"43055";"Pótkocsi";"6"
"FORTSCHRITT";"10678";"HTS 81.45";"65051";"Pótkocsi";"6"
"FORTSCHRITT";"10678";"T-088";"43056";"Pótkocsi";"6"
"FORTSCHRITT";"10678";"ZT 300";"43057";"Vontató";"4"
"FORTSCHRITT";"10678";"ZT 303";"43058";"Vontató";"4"
"FORTSCHRITT";"10678";"ZT 320";"43059";"Vontató";"4"
"FORTSCHRITT";"10678";"ZT 323";"43060";"Vontató";"4"
"FORTUNA";"7538";"AK 550 MULTI";"35031";"Pótkocsi";"6"
"FORTUNA";"7538";"FTHLH 200";"35032";"Pótkocsi";"6"
"FOTECOOP";"10679";"JD 220";"43066";"Pótkocsi";"6"
"FOTECOOP";"10679";"LJ 350 K";"43067";"Pótkocsi";"6"
"FOTECOOP";"10679";"150";"43061";"Pótkocsi";"6"
"FOTECOOP";"10679";"200-011";"43062";"Pótkocsi";"6"
"FOTECOOP";"10679";"2067";"43063";"Pótkocsi";"6"
"FOTECOOP";"10679";"240";"60596";"Pótkocsi";"6"
"FOTECOOP";"10679";"2415";"43064";"Pótkocsi";"6"
"FOTECOOP";"10679";"2416";"43065";"Pótkocsi";"6"
"FOTON";"11888";"FT 1254";"65287";"Vontató";"4"
"FOTON";"11888";"FT 4";"60084";"Vontató";"4"
"FOULDS";"7539";"FK-500";"35033";"Pótkocsi";"6"
"FOUR WINNS";"10680";"BOAT TRAILER";"43068";"Pótkocsi";"6"
"FOUR WINNS";"10680";"D 05920";"43069";"Pótkocsi";"6"
"FOUR WINNS";"10680";"D 06431";"43070";"Pótkocsi";"6"
"FOUR WINNS";"10680";"DO 7043";"65161";"Pótkocsi";"6"
"FOUR WINNS";"10680";"TRA/REM";"43071";"Pótkocsi";"6"
"FŐBA";"7540";"FA-420";"35034";"Pótkocsi";"6"
